segment_type,segment,from_state,to_state,sample_count,weighted_count,probability
Vintage,2007Q3,CURRENT,CURRENT,471570,13438801.8600000013,0.9654278678
Vintage,2007Q3,CURRENT,DEFAULTED,6,170.9880000000,0.0000122836
Vintage,2007Q3,CURRENT,PAID_OFF,8264,235507.4720000000,0.0169185824
Vintage,2007Q3,DEFAULTED,CENSORED_DEFECT,5,142.4900000000,0.0012712942
Vintage,2007Q3,DEFAULTED,DEFAULTED,3928,111940.1440000000,0.9987287058
Vintage,2007Q4,30_DPD,30_DPD,8682,257704.3332000000,0.4813972831
Vintage,2007Q4,30_DPD,60_DPD,3872,114931.0272000000,0.2146936512
Vintage,2007Q4,30_DPD,90_PLUS,30,890.4780000000,0.0016634322
Vintage,2007Q4,30_DPD,CENSORED_DEFECT,6,178.0956000000,0.0003326864
Vintage,2007Q4,30_DPD,CENSORED_RPL,30,890.4780000000,0.0016634322
Vintage,2007Q4,30_DPD,CURRENT,5308,157555.2408000000,0.2943166066
Vintage,2007Q4,30_DPD,DEFAULTED,7,207.7782000000,0.0003881342
Vintage,2007Q4,30_DPD,PAID_OFF,100,2968.2600000000,0.0055447741
Vintage,2007Q4,60_DPD,30_DPD,1013,30068.4738000000,0.1475600874
Vintage,2007Q4,60_DPD,60_DPD,2539,75364.1214000000,0.3698470503
Vintage,2007Q4,60_DPD,90_PLUS,2640,78362.0640000000,0.3845593591
Vintage,2007Q4,60_DPD,CENSORED_DEFECT,3,89.0478000000,0.0004369993
Vintage,2007Q4,60_DPD,CENSORED_RPL,5,148.4130000000,0.0007283321
Vintage,2007Q4,60_DPD,CURRENT,624,18521.9424000000,0.0908958485
Vintage,2007Q4,60_DPD,DEFAULTED,11,326.5086000000,0.0016023307
Vintage,2007Q4,60_DPD,PAID_OFF,30,890.4780000000,0.0043699927
Vintage,2007Q4,90_PLUS,30_DPD,157,4660.1682000000,0.0055455477
Vintage,2007Q4,90_PLUS,60_DPD,365,10834.1490000000,0.0128925153
Vintage,2007Q4,90_PLUS,90_PLUS,25584,759399.6384000001,0.9036770160
Vintage,2007Q4,90_PLUS,CENSORED_DEFECT,64,1899.6864000000,0.0022606054
Vintage,2007Q4,90_PLUS,CENSORED_RPL,3,89.0478000000,0.0001059659
Vintage,2007Q4,90_PLUS,CURRENT,1136,33719.4336000000,0.0401257462
Vintage,2007Q4,90_PLUS,DEFAULTED,934,27723.5484000000,0.0329907103
Vintage,2007Q4,90_PLUS,PAID_OFF,68,2018.4168000000,0.0024018933
Vintage,2007Q4,CURRENT,30_DPD,8188,243041.1288000000,0.0164037552
Vintage,2007Q4,CURRENT,60_DPD,92,2730.7992000000,0.0001843119
Vintage,2007Q4,CURRENT,90_PLUS,65,1929.3690000000,0.0001302203
Vintage,2007Q4,CURRENT,CENSORED_DEFECT,40,1187.3040000000,0.0000801356
Vintage,2007Q4,CURRENT,CENSORED_RPL,206,6114.6156000000,0.0004126983
Vintage,2007Q4,CURRENT,CURRENT,482343,14317194.3318000007,0.9663210152
Vintage,2007Q4,CURRENT,DEFAULTED,3,89.0478000000,0.0000060102
Vintage,2007Q4,CURRENT,PAID_OFF,8217,243901.9242000000,0.0164618535
Vintage,2007Q4,DEFAULTED,CENSORED_DEFECT,6,178.0956000000,0.0014760148
Vintage,2007Q4,DEFAULTED,DEFAULTED,4059,120481.6734000000,0.9985239852
