reporting_month,state,rows,weighted_rows
202311,DEFAULTED,29,981.8185
202311,PAID_OFF,27,934.0372
202312,30_DPD,130,4422.6235
202312,60_DPD,40,1281.4331
202312,90_PLUS,67,2197.6025
202312,CURRENT,3398,115367.8252
202312,DEFAULTED,10,326.4587
202312,PAID_OFF,26,817.3555
202401,30_DPD,115,3810.8404
202401,60_DPD,33,1124.2007
202401,90_PLUS,73,2366.1609
202401,CURRENT,3388,115050.8653
202401,DEFAULTED,12,391.7216
202401,PAID_OFF,24,852.1541
202402,30_DPD,127,4293.8478
202402,60_DPD,31,1079.7572
202402,90_PLUS,70,2271.9734
202402,CURRENT,3355,113750.3439
202402,DEFAULTED,8,257.0174
202402,PAID_OFF,26,956.1450000000001
202403,30_DPD,140,4576.5534
202403,60_DPD,29,980.3706
202403,90_PLUS,69,2280.6315
202403,CENSORED_RPL,13,422.1582
202403,CURRENT,3294,111826.4581
202403,DEFAULTED,9,286.7
202403,PAID_OFF,36,1249.8348
202404,30_DPD,129,4333.1443
202404,60_DPD,25,795.6953000000001
202404,90_PLUS,68,2267.6172
202404,CURRENT,3279,111173.5558
202404,DEFAULTED,6,190.7911
202404,PAID_OFF,31,1094.001
202405,30_DPD,110,3637.2772
202405,60_DPD,26,811.4765
202405,90_PLUS,69,2303.8778
202405,CENSORED_RPL,15,520.3326
202405,CURRENT,3256,110503.8811
202405,DEFAULTED,6,190.7911
202405,PAID_OFF,25,793.1673999999999
202406,30_DPD,119,3985.0468
202406,60_DPD,29,983.4318
202406,90_PLUS,67,2177.4804
202406,CURRENT,3217,109127.25289999999
202406,DEFAULTED,9,290.2562
202406,PAID_OFF,26,883.8356
202407,30_DPD,117,3913.0576
202407,60_DPD,26,846.1281
202407,90_PLUS,63,2049.2421
202407,CURRENT,3186,108020.5481
202407,DEFAULTED,9,298.0475
202407,PAID_OFF,38,1375.7665
202408,30_DPD,117,3990.0248
202408,60_DPD,38,1222.5845
202408,90_PLUS,65,2098.5405
202408,CURRENT,3148,106680.6735
202408,DEFAULTED,8,268.3649
202408,PAID_OFF,24,837.1526
202409,30_DPD,122,4077.2898
202409,60_DPD,32,1038.6562
202409,90_PLUS,67,2176.2146000000002
202409,CENSORED_RPL,8,254.8839
202409,CURRENT,3114,105679.8639
202409,DEFAULTED,7,227.7424
202409,PAID_OFF,24,736.5174000000001
202410,30_DPD,102,3471.5780999999997
202410,60_DPD,34,1082.2260999999999
202410,90_PLUS,60,1950.7566000000002
202410,CENSORED_RPL,10,324.7314
202410,CURRENT,3097,105018.76150000001
202410,DEFAULTED,6,201.76819999999998
202410,PAID_OFF,31,1093.15
202411,30_DPD,121,4136.6978
202411,60_DPD,33,1029.5446
202411,90_PLUS,58,1902.4577
202411,CURRENT,3054,103520.42480000001
202411,DEFAULTED,8,259.3062
202411,PAID_OFF,24,845.8386
202412,30_DPD,104,3505.1376
202412,60_DPD,36,1140.5763
202412,90_PLUS,56,1854.9643
202412,CURRENT,3044,103157.9831
202412,DEFAULTED,6,200.63
202412,PAID_OFF,25,900.7810000000001
202501,30_DPD,115,3811.3505
202501,60_DPD,40,1272.3600000000001
202501,90_PLUS,54,1796.4151
202501,CURRENT,3006,101945.3897
202501,DEFAULTED,7,239.4169
202501,PAID_OFF,24,794.3591
202502,30_DPD,112,3870.6357
202502,60_DPD,39,1239.7598
202502,90_PLUS,62,2050.9105
202502,CURRENT,2977,100840.1617
202502,DEFAULTED,5,166.7964
202502,PAID_OFF,25,824.0476
202503,30_DPD,111,3757.6215
202503,60_DPD,40,1334.2565
202503,90_PLUS,59,1922.1776
202503,CENSORED_RPL,16,509.0302
202503,CURRENT,2938,99622.2013
202503,DEFAULTED,5,166.7964
202503,PAID_OFF,26,856.1805999999999
202504,30_DPD,120,4073.4783
202504,60_DPD,28,921.8593
202504,90_PLUS,59,1958.6185
202504,CURRENT,2915,98731.6085
202504,DEFAULTED,5,166.7964
202504,PAID_OFF,25,921.0097
202505,30_DPD,99,3311.8411
202505,60_DPD,29,950.6139000000001
202505,90_PLUS,51,1693.4522
202505,CENSORED_RPL,10,303.9904
202505,CURRENT,2900,98288.0418
202505,DEFAULTED,11,355.7396
202505,PAID_OFF,26,918.9994
202506,30_DPD,97,3289.2462
202506,60_DPD,26,847.6493
202506,90_PLUS,49,1633.3310999999999
202506,CURRENT,2882,97595.9365
202506,DEFAULTED,4,134.4693
202506,PAID_OFF,24,849.2879
202507,30_DPD,86,2853.765
202507,60_DPD,32,1040.6169
202507,90_PLUS,47,1573.6761999999999
202507,CURRENT,2857,96735.6816
202507,DEFAULTED,4,134.4693
202507,PAID_OFF,31,1133.9254
202508,30_DPD,97,3374.8725
202508,60_DPD,29,941.8875
202508,90_PLUS,48,1588.8911
202508,CURRENT,2816,95196.2357
202508,DEFAULTED,3,105.97130000000001
202508,PAID_OFF,32,1101.8529
202509,30_DPD,89,3034.2455
202509,60_DPD,23,759.1512
202509,90_PLUS,46,1505.8478
202509,CENSORED_RPL,10,334.97310000000004
202509,CURRENT,2784,94185.9542
202509,DEFAULTED,2,67.18440000000001
202509,PAID_OFF,38,1281.715
202510,30_DPD,86,2889.6620000000003
202510,60_DPD,25,854.9863
202510,90_PLUS,40,1348.5127
202510,CENSORED_RPL,8,267.7951
202510,CURRENT,2753,93109.5729
202510,DEFAULTED,2,67.18440000000001
202510,PAID_OFF,30,1014.6697
202511,30_DPD,101,3459.0181
202511,60_DPD,31,1024.591
202511,90_PLUS,45,1564.6048
202511,CURRENT,2702,91327.0451
202511,DEFAULTED,3,96.867
202511,PAID_OFF,24,797.7923
202512,30_DPD,96,3170.3043000000002
202512,60_DPD,25,795.0968
202512,90_PLUS,42,1477.0216
202512,CURRENT,2688,91012.3124
202512,DEFAULTED,5,161.95510000000002
202512,PAID_OFF,25,825.7532
202601,30_DPD,80,2702.0129
202601,60_DPD,29,919.2729
202601,90_PLUS,36,1281.8363
202601,CURRENT,2681,90737.6726
202601,DEFAULTED,4,127.1001
202601,PAID_OFF,23,754.0246999999999
202602,30_DPD,116,3957.8749
202602,60_DPD,29,920.4652
202602,90_PLUS,30,1082.7428
202602,CURRENT,2625,88880.7489
202602,DEFAULTED,2,67.18440000000001
202602,PAID_OFF,26,798.9629
202603,30_DPD,91,3153.1493
202603,60_DPD,27,845.1732999999999
202603,90_PLUS,34,1211.5855
202603,CURRENT,2629,88998.3974
202603,DEFAULTED,2,67.18440000000001
202603,PAID_OFF,19,633.5263
